ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0035265,organ growth,67/5224,175/18800,0.0016001200581444764,0.025966142631526093,0.020677281677462613,8531/3479/5728/5324/367/10038/6781/5915/23286/3720/11214/65009/55512/7042/85301/6788/3952/57493/5159/23493/5781/196528/5916/6662/861/3142/183/10018/5618/5292/4851/5999/6789/9868/28982/2066/205428/25987/2627/26524/54796/4087/2263/2296/7161/2121/1432/9350/3481/2254/10370/55841/10611/23414/344901/983/3776/3516/7048/9241/1901/27302/2252/5629/340419/4208/5573,67
BP,GO:0021953,central nervous system neuron differentiation,65/5224,169/18800,0.001628939442990716,0.026259949424763535,0.020911245031539953,5728/6095/161357/55079/64919/3670/7832/8320/57178/2047/55681/4781/2049/55906/3952/538/5830/1812/64843/57731/9331/431707/10371/4929/9693/2560/81565/54567/3226/4808/200933/27185/4821/57147/26058/2736/6659/4858/9760/25987/4915/57688/57282/2263/5048/57704/23314/8929/54149/5727/8543/2737/2043/136319/5663/1996/8022/64398/1141/1436/5629/2895/79809/51684/4009,65
BP,GO:0035855,megakaryocyte development,11/5224,17/18800,0.0016306414615219593,0.026259949424763535,0.020911245031539953,2033/5781/10006/5305/25946/10019/80739/6722/2313/7066/4211,11
BP,GO:0048569,post-embryonic animal organ development,11/5224,17/18800,0.0016306414615219593,0.026259949424763535,0.020911245031539953,7422/2200/64919/2202/578/9314/7855/4237/2067/10018/64072,11
BP,GO:0043618,regulation of transcription from RNA polymerase II promoter in response to stress,23/5224,47/18800,0.0016469416604682086,0.026322027293881067,0.020960678696135226,7422/405/4734/8440/10365/4851/51360/22926/22933/5598/9531/3091/10370/84181/54617/3516/571/1051/3337/3309/219736/2034/467,23
BP,GO:0055010,ventricular cardiac muscle tissue morphogenesis,23/5224,47/18800,0.0016469416604682086,0.026322027293881067,0.020960678696135226,1301/7168/2022/3670/4089/7042/57493/1909/6262/23493/54567/55636/4851/7135/3084/2263/2296/23414/4633/3516/9241/27302/5629,23
BP,GO:0120163,negative regulation of cold-induced thermogenesis,23/5224,47/18800,0.0016469416604682086,0.026322027293881067,0.020960678696135226,57561/3397/4857/55856/9572/85440/3226/4851/57406/9370/4858/58488/192111/7090/4012/4883/5925/23228/23090/6868/3516/406/6009,23
BP,GO:0043484,regulation of RNA splicing,60/5224,154/18800,0.0016846602516559191,0.026796734690392298,0.021338696282009545,9130/5295/5978/2332/4154/1196/4857/9991/81669/10137/9967/10772/3185/60677/54033/79171/57716/10181/6432/3191/84530/55796/4654/91746/10657/9513/221662/51755/55696/10150/9939/54407/7072/8087/56853/55234/55147/4858/55225/51341/2521/282996/10179/3181/55544/2926/27339/54715/1859/9444/6427/4686/57703/3188/10659/57018/57396/3190/6431/83989,60
BP,GO:0030048,actin filament-based movement,53/5224,133/18800,0.001706037526732926,0.026796734690392298,0.021338696282009545,70/7168/122786/6781/4430/4637/488/10630/440193/2013/775/6262/55800/287/1824/6323/22998/817/4542/5144/783/4644/7456/23327/4642/1829/2697/6330/477/54749/283446/3760/4641/4627/857/2316/10052/6331/57698/6327/10021/147179/4646/5290/3759/57669/3752/3781/776/10142/23704/23171/5350,53
BP,GO:0045598,regulation of fat cell differentiation,56/5224,142/18800,0.0017067775463056355,0.026796734690392298,0.021338696282009545,677/10979/4023/28951/6095/862/3638/23411/83723/9572/5467/25937/1389/6788/3952/252995/10498/7538/10974/25946/122953/2487/168455/6783/5292/51043/2784/6789/9370/57761/129685/51320/9580/5167/7204/4320/6239/1432/55885/22933/22852/1385/6272/5743/84935/678/23414/3358/4088/688/3356/2308/338761/1051/374462/406,56
BP,GO:0048813,dendrite morphogenesis,55/5224,139/18800,0.0017083666277134442,0.026796734690392298,0.021338696282009545,4135/5728/2932/3397/51473/26039/3688/2047/998/23363/473/2049/51225/2534/84079/5789/1826/3196/26052/1139/26258/10006/5530/10371/9693/8301/4734/170506/23327/120892/8499/10642/4038/54942/23316/10507/23181/5048/25830/26037/3706/64689/26115/10611/2043/1952/9344/1996/1742/1942/1141/1523/4205/5764/25791,55
BP,GO:0050684,regulation of mRNA processing,55/5224,139/18800,0.0017083666277134442,0.026796734690392298,0.021338696282009545,677/10914/5978/2332/4154/4857/9967/79869/22849/10772/60677/54033/79171/10181/6432/3191/84530/55796/4654/11052/91746/10657/170506/9513/221662/10150/9939/7072/1660/8087/56853/55234/55147/4858/55225/51341/10179/3181/10768/64506/27339/54715/1859/9444/6427/4686/9646/57703/10659/3190/79577/56254/6431/580/83989,55
BP,GO:0034284,response to monosaccharide,75/5224,200/18800,0.0017107778403828223,0.026796734690392298,0.021338696282009545,1946/4760/4023/9324/1285/2309/51092/4089/1292/3158/5007/9572/5467/361/57678/5127/7447/3952/6720/26056/6198/79727/10497/2030/5530/222546/6844/2281/8893/847/8660/150/4821/2729/26154/5563/5019/9230/25828/9370/6659/6722/5566/836/4221/3383/5798/1027/387/4087/65010/5894/5743/3091/5290/57393/1361/5581/169026/3651/1490/51714/3123/7776/4884/3172/3480/285/7048/22841/6597/6934/10804/2752/130399,75
BP,GO:0001773,myeloid dendritic cell activation,16/5224,29/18800,0.001717235507507501,0.026796734690392298,0.021338696282009545,10077/10202/4853/338339/6688/3662/3586/116071/81501/3696/1794/5663/6504/3516/7048/3694,16
BP,GO:0003209,cardiac atrium morphogenesis,16/5224,29/18800,0.001717235507507501,0.026796734690392298,0.021338696282009545,2022/3670/7042/57493/4853/23493/90/54567/4851/6659/7468/3491/9241/27302/5629/6654,16
BP,GO:0015813,L-glutamate transmembrane transport,16/5224,29/18800,0.001717235507507501,0.026796734690392298,0.021338696282009545,6506/3688/10165/79751/57030/55238/8864/23657/477/4923/6507/5663/10550/6509/23204/11230,16
BP,GO:0072503,cellular divalent inorganic cation homeostasis,167/5224,494/18800,0.001718876441133123,0.026796734690392298,0.021338696282009545,777/6356/858/491/4040/7531/808/30968/7781/284612/6781/578/5910/493/57214/773/64116/2898/1268/56704/2827/55630/799/488/148867/481/6376/490/9900/1909/5291/79608/2534/5021/1812/2915/91689/775/7222/6262/51554/287/7504/1910/624/1139/5621/57620/5733/9474/2281/817/10590/11151/25/5144/54822/931/6363/783/130733/2151/84502/146/183/23400/27185/1238/55636/1756/794/477/5729/10800/283652/57158/57181/7223/56477/5566/84068/27334/2903/6915/83636/4842/3718/27112/4923/11330/23566/4283/774/8989/10563/2785/857/7178/57053/2056/6346/2946/9247/796/27020/159371/387129/1815/930/666/2359/1236/6288/784/7421/1201/5745/5579/1003/91252/57190/27/3596/56302/3685/2846/5025/5319/9217/255061/3375/6263/6354/5581/169026/3358/3357/51714/801/5156/254428/1729/57338/5663/64924/4088/776/51196/25769/1742/64072/90550/5737/116/3356/728/2890/6357/10161/1901/27032/10803/84636/5350/948/6786/5587,167
BP,GO:0060038,cardiac muscle cell proliferation,27/5224,58/18800,0.0017431170008277701,0.027041753961496825,0.021533809301179506,5728/3720/65009/7042/23493/196528/861/5292/4851/2066/205428/2627/2263/2296/7161/1432/2254/10370/23414/983/3776/3516/7048/9241/27302/4208/5573,27
BP,GO:2000649,regulation of sodium ion transmembrane transporter activity,27/5224,58/18800,0.0017431170008277701,0.027041753961496825,0.021533809301179506,65125/288/481/55800/54800/27347/817/4734/23327/1756/65267/6330/477/11261/7871/1815/486/6327/5349/5581/65266/54997/81832/7402/130497/23171/81831,27
BP,GO:0071214,cellular response to abiotic stimulus,114/5224,323/18800,0.0017798870257585671,0.027443483752857968,0.02185371357699278,1277/8531/677/7132/1654/57646/5728/90427/5295/10276/2022/8372/23411/841/5978/2332/94241/578/5064/440275/208/2033/2885/50848/4193/5796/4214/83959/26056/1605/4615/1965/41/404672/624/6326/167153/55144/27347/2067/388/2002/5481/5599/6662/4734/170506/1643/5339/183/8915/10746/9990/2729/54407/2697/65267/4099/6517/10010/9683/477/9230/9943/84230/993/64710/11261/144715/1026/6010/2868/836/598/54206/85453/55031/51499/118471/2056/25896/672/8740/1432/1201/835/6247/3596/9181/5743/9531/5290/3759/5429/10681/23746/11200/4836/10692/136319/3480/54617/25769/63895/3014/231/6609/51719/9020/580/3694/3309/79073/3981,114
BP,GO:0104004,cellular response to environmental stimulus,114/5224,323/18800,0.0017798870257585671,0.027443483752857968,0.02185371357699278,1277/8531/677/7132/1654/57646/5728/90427/5295/10276/2022/8372/23411/841/5978/2332/94241/578/5064/440275/208/2033/2885/50848/4193/5796/4214/83959/26056/1605/4615/1965/41/404672/624/6326/167153/55144/27347/2067/388/2002/5481/5599/6662/4734/170506/1643/5339/183/8915/10746/9990/2729/54407/2697/65267/4099/6517/10010/9683/477/9230/9943/84230/993/64710/11261/144715/1026/6010/2868/836/598/54206/85453/55031/51499/118471/2056/25896/672/8740/1432/1201/835/6247/3596/9181/5743/9531/5290/3759/5429/10681/23746/11200/4836/10692/136319/3480/54617/25769/63895/3014/231/6609/51719/9020/580/3694/3309/79073/3981,114
BP,GO:0051701,biological process involved in interaction with host,72/5224,191/18800,0.0017819882279239531,0.027443483752857968,0.02185371357699278,858/9076/6993/5806/3688/1525/50848/9972/51510/11074/2060/2519/1605/4340/941/5481/4684/25978/9213/6614/3839/2219/85363/11059/7879/1949/598/286827/3383/5818/55207/558/9218/1508/56649/10533/9525/9798/857/949/950/8563/290/128866/79228/3693/79720/9830/5819/3685/8724/5091/983/3123/7726/10346/55065/339390/6504/3356/325/57187/7037/3434/6609/6950/79581/6575/3694/57617/30835/3304,72
BP,GO:0031062,positive regulation of histone methylation,24/5224,50/18800,0.0018410202890875508,0.02807998493812623,0.02236057031280426,80312/1789/23411/4089/3720/57343/4297/94104/3054/6839/672/23476/54904/22823/56979/54934/9646/51230/8473/55683/55183/284058/56254/4602,24
BP,GO:0035088,establishment or maintenance of apical/basal cell polarity,24/5224,50/18800,0.0018410202890875508,0.02807998493812623,0.02236057031280426,1740/998/56288/286/25932/123016/4478/55327/378/5584/5754/9948/55333/387/286204/2011/57662/4649/1741/10207/6624/64398/23616/55914,24
BP,GO:0061245,establishment or maintenance of bipolar cell polarity,24/5224,50/18800,0.0018410202890875508,0.02807998493812623,0.02236057031280426,1740/998/56288/286/25932/123016/4478/55327/378/5584/5754/9948/55333/387/286204/2011/57662/4649/1741/10207/6624/64398/23616/55914,24
BP,GO:0061647,histone H3-K9 modification,24/5224,50/18800,0.0018410202890875508,0.02807998493812623,0.02236057031280426,1789/83852/9869/23411/4089/3720/55209/57343/5926/80854/55818/51742/4297/4674/11107/6839/672/2122/56979/55870/546/55183/4602/26036,24
BP,GO:0030073,insulin secretion,68/5224,179/18800,0.0018713185200484837,0.028331736952651267,0.022561044730243635,1946/4760/9324/3670/5978/51092/3458/6566/1268/5007/9572/143425/5467/5127/7447/3952/6720/26056/818/5781/5530/222546/2281/11069/2029/399979/131177/8660/150/9501/4856/26154/8864/11132/5019/9230/3767/6659/3667/5991/5798/6804/2746/6616/4087/5715/5071/5894/56262/3091/57393/5581/169026/3651/51714/3123/3172/11315/90550/116/2182/22841/6934/90007/406/2752/130399/18,68
BP,GO:0043409,negative regulation of MAPK cascade,68/5224,179/18800,0.0018713185200484837,0.028331736952651267,0.022561044730243635,5728/6653/3976/10048/4089/23636/4771/3156/51339/10252/5795/5291/80824/1605/1844/81848/5187/161742/5771/51763/25/10019/5296/183/142679/5470/7078/4763/5716/9370/10318/1850/10114/11213/4221/64853/1846/54206/55333/4878/857/57053/5048/5770/2122/401265/5071/55885/374403/1845/91862/2043/10385/55870/152559/3480/57556/1601/27250/140885/10771/26191/2308/338761/1942/6609/284996/467,68
BP,GO:0001505,regulation of neurotransmitter levels,79/5224,213/18800,0.0018757060561834051,0.028331736952651267,0.022561044730243635,2932/63908/808/6506/2332/23621/1268/8573/3688/11255/488/143425/5908/5906/9900/1812/2914/41/10497/6860/2030/26258/5217/9143/6844/8618/10814/25953/2054/112476/783/55327/84961/145270/120892/9783/23557/150/747/2670/8864/220074/4763/8448/6855/477/1143/222962/4842/6812/6804/23396/6616/28964/9378/43/1815/339302/55784/1201/6507/5579/5071/127833/6857/9498/10211/5663/8564/2555/11315/3356/27345/8224/9342/2824/4208/57617/18,79
BP,GO:0150115,cell-substrate junction organization,41/5224,98/18800,0.0018765269156850895,0.028331736952651267,0.022561044730243635,7422/10979/1946/3987/5728/3915/5295/9448/56940/1307/10982/55920/342184/90102/5796/5795/3655/9748/10391/22998/25/5339/87/7414/9647/387/51762/57662/1845/51057/57669/9344/4088/71/395/382/6281/613/2824/5879/2017,41
BP,GO:0032387,negative regulation of intracellular transport,28/5224,61/18800,0.0018798520499710297,0.028331736952651267,0.022561044730243635,3638/9972/51465/2664/51715/51763/120892/23779/55432/4763/9370/11261/392/4131/5569/9530/29969/284/9531/8724/10956/11315/9478/51009/51684/580/5350/948,28
BP,GO:0032328,alanine transport,10/5224,15/18800,0.0019332448352171819,0.02886220818694828,0.022983468010012317,206358/56301/55238/54407/285641/153201/120103/23428/388662/6509,10
BP,GO:0035493,SNARE complex assembly,10/5224,15/18800,0.0019332448352171819,0.02886220818694828,0.022983468010012317,84079/6844/6843/112476/23176/9341/6812/6804/57393/8674,10
BP,GO:0070885,negative regulation of calcineurin-NFAT signaling cascade,10/5224,15/18800,0.0019332448352171819,0.02886220818694828,0.022983468010012317,2932/493/2475/5621/51778/11261/374403/5598/9455/1827,10
BP,GO:0106057,negative regulation of calcineurin-mediated signaling,10/5224,15/18800,0.0019332448352171819,0.02886220818694828,0.022983468010012317,2932/493/2475/5621/51778/11261/374403/5598/9455/1827,10
BP,GO:0017157,regulation of exocytosis,76/5224,204/18800,0.0019671492624791643,0.029205003952143496,0.02325644211692402,9515/2932/5874/808/164/8372/192683/5978/2332/3458/376267/23621/1268/8573/8723/488/143425/55512/7447/5908/5906/5898/1812/2771/201475/6860/6688/5217/6844/8618/11069/64780/10814/783/84961/9846/8832/120892/23400/9783/23557/150/9501/8448/4851/6855/9545/7879/23086/10890/3071/6812/6804/30817/9525/28964/3822/9146/51762/5872/5579/5071/3596/6845/127833/84258/6857/57102/9498/57126/3356/613/6386/57617/2241/634,76
BP,GO:0000045,autophagosome assembly,44/5224,107/18800,0.0019712669176339278,0.029205003952143496,0.02325644211692402,83460/401548/94241/79065/8723/55968/488/58476/51100/203228/401409/5305/5899/9140/112574/9474/51715/8678/120892/8396/55102/7879/23647/10533/57154/141/128866/8897/9531/22878/137886/23710/9637/987/55254/5663/11345/57533/23232/29979/23673/11152/5861/9706,44
BP,GO:0016079,synaptic vesicle exocytosis,44/5224,107/18800,0.0019712669176339278,0.029205003952143496,0.02325644211692402,2932/63908/808/2332/23621/1268/8573/488/143425/5908/5906/9900/1812/10497/6860/26258/5217/6844/8618/10814/2054/112476/783/84961/120892/9783/23557/150/8448/6855/6812/6804/23396/6616/28964/339302/5579/127833/6857/9498/5663/3356/9342/57617,44
BP,GO:0045936,negative regulation of phosphate metabolic process,150/5224,440/18800,0.0019746172884900805,0.029205003952143496,0.02325644211692402,4040/7531/5728/2932/7128/28951/9759/808/2022/9655/84919/6653/23411/56940/578/3458/10776/80851/23636/4771/22843/3156/5155/25937/138429/7042/5794/203228/64092/51527/10252/57493/26228/2776/5795/56288/84313/5291/11116/80824/57223/81848/2771/5154/79705/2660/7026/624/5621/161742/5305/55450/8651/10106/5783/2281/6992/9021/64780/2029/5771/51763/25/5144/57718/5524/54541/10019/4916/5339/183/120892/409/142679/2167/5470/3087/5787/8660/8396/8440/8826/1756/10217/4763/9647/9370/57761/11261/1026/10221/2887/10114/11213/836/4221/3071/64853/54206/11122/26524/1027/10507/4878/7453/5167/9258/79849/28964/857/5569/5770/54625/122809/6774/401265/9530/1029/5071/22933/9711/284/1845/9043/124790/3486/801/152559/5663/5925/27250/11315/140885/1399/26191/1353/84930/9241/6609/5577/374462/6879/90007/7532/23171/5575/4249/753/5573/634,150
BP,GO:1904659,glucose transmembrane transport,46/5224,113/18800,0.002015222136275152,0.029297087189872652,0.02332976956764775,3479/5295/6041/6506/10776/208/5467/1389/3952/1909/6198/1812/144195/5781/6515/55600/53916/115584/51763/5584/8660/6517/11132/6526/9370/3667/57761/2887/28999/114882/5458/5167/10999/1432/5579/3099/6272/5319/344901/55198/7525/9847/200010/8013/4205/8682,46
BP,GO:0014741,negative regulation of muscle hypertrophy,19/5224,37/18800,0.002020922785888791,0.029297087189872652,0.02332976956764775,7132/84676/90523/4089/493/3720/2660/140628/10539/4851/5999/9868/54206/7133/5025/3488/4088/2308/27302,19
BP,GO:0046326,positive regulation of glucose import,19/5224,37/18800,0.002020922785888791,0.029297087189872652,0.02332976956764775,3479/5295/6041/6506/10776/208/1389/5781/55600/5584/8660/11132/9370/3667/28999/114882/5458/1432/4205,19
BP,GO:0006816,calcium ion transport,145/5224,424/18800,0.0020244065009516104,0.029297087189872652,0.02332976956764775,777/91404/491/55799/7531/28954/808/30968/2332/6781/578/10368/493/57214/773/8573/56704/5354/799/488/5155/481/6376/490/1909/2534/5159/1812/818/91689/775/7222/6262/2771/41/287/1910/1139/5621/5530/6236/6769/57620/9474/2281/817/11151/9512/51763/25/5144/54822/931/6363/783/84502/183/8832/409/196051/2035/150/55636/196996/1756/65267/477/117532/5999/10800/283652/80036/401152/57158/57685/7223/375346/80228/93129/5566/2903/4842/3718/27112/4923/782/4283/774/8989/4878/387/857/7178/57053/2056/2946/2823/159371/11027/3603/387129/1815/930/1236/784/7421/54106/5579/57190/3596/56302/3685/196527/5025/5743/5319/6263/5581/3358/10681/3357/1490/801/54836/1729/57338/5663/8416/776/25769/114789/64072/90550/3356/9455/1141/785/29979/6588/51669/27032/27075/5350/6786/5587,145
BP,GO:0043090,amino acid import,25/5224,53/18800,0.0020276173004974436,0.029297087189872652,0.02332976956764775,6506/3688/6567/206358/124935/183/6536/2670/8864/23657/477/5999/120103/23428/4923/6541/6507/118980/57393/6542/94081/5663/10550/6509/23204,25
BP,GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",25/5224,53/18800,0.0020276173004974436,0.029297087189872652,0.02332976956764775,81839/4919/998/23002/51339/7074/166336/1951/7976/115908/25/9863/144165/5754/10082/387/57154/84133/1952/4300/1601/8323/8324/5879/22881,25
BP,GO:0006446,regulation of translational initiation,35/5224,81/18800,0.0020322812671946908,0.029297087189872652,0.02332976956764775,9669/1654/51247/27161/1618/84919/2332/127933/440275/6199/64410/54915/5436/253943/6198/2475/1965/57409/1979/8893/10657/1975/8440/400961/51441/10289/1978/7812/5499/8872/1983/9451/23367/4686/9689,35
BP,GO:0045061,thymic T cell selection,13/5224,22/18800,0.0020337059364792533,0.029297087189872652,0.02332976956764775,9474/5771/3714/6722/940/9760/84433/1236/326/2737/3707/1794/915,13
BP,GO:0060487,lung epithelial cell differentiation,13/5224,22/18800,0.0020337059364792533,0.029297087189872652,0.02332976956764775,7965/4781/7067/10551/6662/10365/2627/3596/1385/7068/3202/79977/3516,13
BP,GO:0086012,membrane depolarization during cardiac muscle cell action potential,13/5224,22/18800,0.0020337059364792533,0.029297087189872652,0.02332976956764775,288/775/55800/287/783/6330/477/7871/6331/6327/10021/3759/776,13
BP,GO:0140467,integrated stress response signaling,13/5224,22/18800,0.0020337059364792533,0.029297087189872652,0.02332976956764775,84919/440275/54870/55161/10551/1965/5771/8440/5770/666/9451/115209/3309,13
BP,GO:0060041,retina development in camera-type eye,58/5224,149/18800,0.0020390353717105593,0.029297087189872652,0.02332976956764775,1282/491/4760/204851/1641/6094/493/221935/23363/5146/2782/7042/8322/490/5159/1181/25932/5145/1826/5979/3913/167153/123016/54567/6662/57030/28996/57381/55636/25945/85015/658/56853/6010/196740/5818/23322/5458/4915/58158/286204/2823/43/84465/6096/835/6247/23554/3091/7068/6497/7275/5156/5663/7020/22882/5629/6597,58
BP,GO:0007162,negative regulation of cell adhesion,108/5224,305/18800,0.0020428615770636703,0.029297087189872652,0.02332976956764775,1277/7422/340533/1946/5728/170692/5295/9448/9655/65125/56940/5361/9314/8573/5592/4771/55920/90102/6376/8322/53616/30009/10154/9750/11326/81848/5781/64115/57162/1826/3559/5621/941/6688/10391/8651/5921/5771/25/861/10019/865/3142/8763/375056/84695/26154/9306/4763/51043/4851/5362/9647/9370/51441/56477/8654/6693/28984/5054/26279/2065/999/836/4221/3071/384/3718/5962/1493/10507/80762/387/79679/7292/3586/50943/1029/5598/284/1845/2737/9037/55824/2043/7356/149041/10385/57669/3123/3204/201633/57556/285/395/9404/26191/339390/8324/1051/54542/29126/80139/57045/18/10875/5573/634,108
BP,GO:0051897,positive regulation of protein kinase B signaling,48/5224,119/18800,0.0020454861505301157,0.029297087189872652,0.02332976956764775,10979/1839/8600/2022/3688/799/6788/6376/3952/5795/5291/79727/92140/5154/4150/5979/5293/6363/409/1116/57462/940/114882/85453/558/9258/3084/23533/1236/9530/3059/388121/284/5025/3481/3488/5290/253260/9037/3375/3606/3480/11315/642273/7066/6934/2152/219736,48
BP,GO:1903305,regulation of regulated secretory pathway,55/5224,140/18800,0.0020636236030295452,0.029490296759510055,0.02348362563902754,2932/808/164/8372/192683/5978/2332/376267/23621/1268/8573/8723/488/143425/5908/5906/1812/2771/6860/6688/5217/64780/783/84961/9846/8832/120892/9783/23557/150/9501/8448/4851/6855/9545/3071/6812/6804/30817/28964/3822/5579/3596/6845/127833/84258/6857/57102/9498/57126/3356/613/57617/2241/634,55
BP,GO:0060612,adipose tissue development,22/5224,45/18800,0.0020960187677968524,0.029818921707782577,0.023745315283041992,57561/139285/6653/23411/10424/3158/5467/3952/10891/6688/1019/84159/64641/5019/23111/5458/25979/5290/9149/114789/89766/9517,22
BP,GO:1902895,positive regulation of miRNA transcription,22/5224,45/18800,0.0020960187677968524,0.029818921707782577,0.023745315283041992,7003/2309/2908/4089/9314/2353/5155/7042/6720/6688/8862/6722/3586/2113/6774/57496/3091/26354/4088/688/5970/6597,22
BP,GO:0030072,peptide hormone secretion,81/5224,220/18800,0.002101453324753877,0.029829354240633894,0.02375362288665633,1946/4760/8600/9324/3670/5978/51092/3458/6566/1268/55585/5007/9572/143425/5467/7432/55512/5127/7447/3952/6720/26056/818/6567/5781/5530/222546/2281/11069/2029/399979/131177/8660/150/9501/4856/55636/1363/26154/8864/11132/5019/9230/3767/6659/3667/5991/5798/6804/2746/6616/4087/5715/51762/5071/5894/56262/7036/3091/57393/5581/169026/3358/3651/51714/3123/3172/11315/90550/116/7849/2182/22841/6934/90007/5861/406/2752/130399/18/9255,81
BP,GO:0070936,protein K48-linked ubiquitination,30/5224,67/18800,0.002130065322541814,0.030084498209920863,0.02395679837545023,9111/7128/7328/329/3093/54926/7321/57162/84937/9690/6502/23327/10299/10425/7323/283948/9025/57531/7322/7326/84447/5071/10477/7324/6049/26249/54476/6047/22954/81847,30
BP,GO:1902305,regulation of sodium ion transmembrane transport,30/5224,67/18800,0.002130065322541814,0.030084498209920863,0.02395679837545023,65125/493/288/481/55800/54800/27347/817/4734/23327/1756/65267/6330/477/11261/7871/4842/1815/6331/486/6327/5349/5581/65266/54997/81832/7402/130497/23171/81831,30
BP,GO:0002063,chondrocyte development,17/5224,32/18800,0.0021481210105529194,0.030084498209920863,0.02395679837545023,1301/8817/359845/22856/5744/871/55512/85301/860/5916/6662/658/51320/25987/54928/9451/7048,17
BP,GO:0019082,viral protein processing,17/5224,32/18800,0.0021481210105529194,0.030084498209920863,0.02395679837545023,11320/2932/6484/2589/5045/1452/54956/11253/60559/83666/2530/6487/6480/7841/256435/4249/4247,17
BP,GO:0033028,myeloid cell apoptotic process,17/5224,32/18800,0.0021481210105529194,0.030084498209920863,0.02395679837545023,5728/23411/7067/5291/5293/23657/9370/80301/2056/6480/338442/1029/3707/382/6868/6950/4208,17
BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,94/5224,261/18800,0.0021541530409519426,0.030084498209920863,0.02395679837545023,2074/7422/7132/1946/3479/1839/56034/5168/64581/55294/9655/3670/56940/3976/3458/80851/4771/1464/5007/5155/11009/64092/3952/26228/5795/4739/84313/11116/2534/1272/2915/2475/285016/5154/5781/79705/23529/5621/941/10006/8651/90/9021/5771/25/10019/183/6464/409/150/8440/84632/57826/9370/83666/2066/2065/54206/4038/2690/10507/857/3084/2056/3570/5770/54625/122809/3059/1795/3596/9181/284/3481/7039/253260/1741/5581/2043/3606/9148/5663/7525/1742/6868/3356/2674/80310/1942/1436/2252/23568/948/389658,94
BP,GO:0060828,regulation of canonical Wnt signaling pathway,94/5224,261/18800,0.0021541530409519426,0.030084498209920863,0.02395679837545023,1277/2348/1654/1455/3836/139285/2932/5495/90268/2309/3670/9736/56998/65125/8658/1896/23500/151195/54994/55681/57805/55716/79971/1456/25937/23399/6788/51339/51527/440193/8322/2776/152573/1500/219287/79705/100113407/53944/55182/1452/2487/115908/6662/120892/3087/144165/4851/6789/5754/6659/83786/219771/63923/388336/9580/205147/26524/4038/55031/7090/857/2263/5499/1432/84133/5071/2254/5218/2737/9037/4300/6424/25960/5663/1601/4088/7091/8323/8324/3516/2308/284654/9241/79960/6934/57680/79809/340419/80139/6663/406/81847/331/22881,94
BP,GO:0001892,embryonic placenta development,37/5224,87/18800,0.0021631823680347147,0.030084498209920863,0.02395679837545023,7942/677/841/3976/22846/8320/7855/144455/23462/2885/5155/79805/6788/405/23493/6692/7026/6615/639/9021/3726/7274/6789/2263/3586/3481/3091/10370/79977/8648/3516/9394/50814/3491/1051/6670/2034,37
BP,GO:0035023,regulation of Rho protein signal transduction,37/5224,87/18800,0.0021631823680347147,0.030084498209920863,0.02395679837545023,1281/6091/286205/10276/9754/3688/11214/50848/64787/57493/5159/56882/9750/7126/345/65078/25/2151/5923/23263/27334/90627/5924/27/5894/408/2846/9181/3925/10928/10211/613/10161/5879/84636/347273/2059,37
BP,GO:0046474,glycerophospholipid biosynthetic process,79/5224,214/18800,0.0021757357027394047,0.030084498209920863,0.02395679837545023,160851/27315/5728/8527/56895/5295/9655/57605/9468/57048/80055/9110/5155/8526/57678/138429/55361/63874/5291/10380/23049/5287/5154/5305/8651/253558/23682/5293/117283/9021/54344/5277/8678/51763/10026/5296/8525/8396/10162/10554/9306/8395/84668/54947/80235/54965/253430/285172/23167/55300/23396/5281/54928/57217/1608/6901/171586/3706/122809/25979/1201/56894/51604/93210/8897/5290/84188/3707/3358/1119/3357/85465/5321/22908/55500/3356/3635/8835/55224,79
BP,GO:0033032,regulation of myeloid cell apoptotic process,15/5224,27/18800,0.002176325402419807,0.030084498209920863,0.02395679837545023,5728/23411/7067/5291/5293/23657/9370/2056/6480/338442/1029/3707/6868/6950/4208,15
BP,GO:0035640,exploration behavior,15/5224,27/18800,0.002176325402419807,0.030084498209920863,0.02395679837545023,1620/186/1803/26258/10752/120892/477/57282/9775/27/5581/57338/1742/347730/18,15
BP,GO:0010563,negative regulation of phosphorus metabolic process,150/5224,441/18800,0.0021836563050712933,0.030120215773211643,0.02398524087950162,4040/7531/5728/2932/7128/28951/9759/808/2022/9655/84919/6653/23411/56940/578/3458/10776/80851/23636/4771/22843/3156/5155/25937/138429/7042/5794/203228/64092/51527/10252/57493/26228/2776/5795/56288/84313/5291/11116/80824/57223/81848/2771/5154/79705/2660/7026/624/5621/161742/5305/55450/8651/10106/5783/2281/6992/9021/64780/2029/5771/51763/25/5144/57718/5524/54541/10019/4916/5339/183/120892/409/142679/2167/5470/3087/5787/8660/8396/8440/8826/1756/10217/4763/9647/9370/57761/11261/1026/10221/2887/10114/11213/836/4221/3071/64853/54206/11122/26524/1027/10507/4878/7453/5167/9258/79849/28964/857/5569/5770/54625/122809/6774/401265/9530/1029/5071/22933/9711/284/1845/9043/124790/3486/801/152559/5663/5925/27250/11315/140885/1399/26191/1353/84930/9241/6609/5577/374462/6879/90007/7532/23171/5575/4249/753/5573/634,150
